date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:03:08	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2267a3ff24-24d3%22	https://optimataxrelief.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://optimataxrelief.com/)
05:03:09	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:03:09%20GMT	http://optimataxrelief.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.7.delayed	(from https://optimataxrelief.com/)
05:03:10	92172/92172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267a3ff23-1680c%22	https://optimataxrelief.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://optimataxrelief.com/)
05:03:10	16772/16772	---MCZ	200	added ('OK')	text/css	etag:W/%2268a65ea6-4184%22	https://optimataxrelief.com/wp-content/et-cache/61/et-divi-dynamic-tb-11741-61-late.css?ver=1755733669	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/61/et-divi-dynamic-tb-11741-61-late9afd.css	(from https://optimataxrelief.com/)
05:03:11	52235/52235	---MCZ	200	added ('OK')	text/css	etag:W/%2268a65ea5-cc0b%22	https://optimataxrelief.com/wp-content/et-cache/61/et-divi-dynamic-tb-11741-61.css?ver=1755733669	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/61/et-divi-dynamic-tb-11741-619afd.css	(from https://optimataxrelief.com/)
05:03:11	6551/6551	---MCZ	200	added ('OK')	text/css	etag:W/%2267533b36-1997%22	https://optimataxrelief.com/wp-content/themes/divi-child/custom-style.css?ver=1.0.0	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/divi-child/custom-style8a54.css	(from https://optimataxrelief.com/)
05:03:12	984/984	---MCZ	200	added ('OK')	text/css	etag:W/%2267e1a8a2-3d8%22	https://optimataxrelief.com/wp-content/themes/divi-child/css/webform.css?ver=1.0.0	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/divi-child/css/webform8a54.css	(from https://optimataxrelief.com/)
05:03:12	445/445	---MCZ	200	added ('OK')	text/css	etag:W/%22654ad09e-1bd%22	https://optimataxrelief.com/wp-content/themes/divi-child/style.css?ver=4.27.4	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/divi-child/style41c1.css	(from https://optimataxrelief.com/)
05:03:12	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654b1e2d-15601%22	https://optimataxrelief.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://optimataxrelief.com/)
05:03:13	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d328f6-3509%22	https://optimataxrelief.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://optimataxrelief.com/)
05:03:13	1947/1947	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687dd150-79b%22	https://optimataxrelief.com/wp-content/plugins/wp-accessibility/js/fingerprint.min.js?ver=2.0.1	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/plugins/wp-accessibility/js/fingerprint.min7406.js	(from https://optimataxrelief.com/)
05:03:14	107845/107845	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:03:14%20GMT	https://optimataxrelief.com/wp-json/wp/v2/pages/61	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/pages/61.json	(from https://optimataxrelief.com/)
05:03:14	255372/255372	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:03:14%20GMT	https://optimataxrelief.com/wp-json/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/index.html	(from https://optimataxrelief.com/)
05:03:14	829/829	---MCZ	200	added ('OK')	text/xml	date:Fri,%2029%20Aug%202025%2009:03:15%20GMT	https://optimataxrelief.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Optima/optimataxrelief.com/xmlrpc0db0.php	(from https://optimataxrelief.com/)
05:03:15	2356/2356	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:03:15%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embede19c.json	(from https://optimataxrelief.com/)
05:03:16	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2029%20Aug%202025%2009:03:16%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Optima/www.googletagmanager.com/gtm.145445.delayed	(from https://optimataxrelief.com/)
05:03:16	22272/22272	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267a3ff24-5700%22	https://optimataxrelief.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/magnific-popup.js	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/magnific-popup.js	(from https://optimataxrelief.com/)
05:03:16	6488/6488	---MCZ	200	added ('OK')	text/css	etag:W/%2267a3ff24-1958%22	https://optimataxrelief.com/wp-content/themes/Divi/includes/builder/styles/magnific_popup.css	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/themes/Divi/includes/builder/styles/magnific_popup.css	(from https://optimataxrelief.com/)
05:03:17	1415/1415	---M--	200	added ('OK')	image/png	etag:%22653be3ae-587%22	https://optimataxrelief.com/wp-content/uploads/2023/10/cropped-favicon_512-1-1-32x32.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/10/cropped-favicon_512-1-1-32x32.png	(from https://optimataxrelief.com/)
05:03:17	11404/11404	---M--	200	added ('OK')	image/png	etag:%22653be3ae-2c8c%22	https://optimataxrelief.com/wp-content/uploads/2023/10/cropped-favicon_512-1-1-192x192.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/10/cropped-favicon_512-1-1-192x192.png	(from https://optimataxrelief.com/)
05:03:18	10626/10626	---M--	200	added ('OK')	image/png	etag:%22653be3ae-2982%22	https://optimataxrelief.com/wp-content/uploads/2023/10/cropped-favicon_512-1-1-180x180.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/10/cropped-favicon_512-1-1-180x180.png	(from https://optimataxrelief.com/)
05:03:18	244491/244491	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:18%20GMT	https://optimataxrelief.com/irs-forms/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/irs-forms/index.html	(from https://optimataxrelief.com/)
05:03:18	290/290	---M--	200	added ('OK')	image/svg+xml	etag:%226570b735-122%22	https://optimataxrelief.com/wp-content/uploads/2023/12/chevron-down.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/12/chevron-down.svg	(from https://optimataxrelief.com/)
05:03:19	23621/23621	---M--	200	added ('OK')	image/svg+xml	etag:%2264922722-5c45%22	https://optimataxrelief.com/wp-content/uploads/2023/06/OTR-logo-original-color-RGB.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/06/OTR-logo-original-color-RGB.svg	(from https://optimataxrelief.com/)
05:03:19	2495/2495	---M--	200	added ('OK')	image/svg+xml	etag:%2264c82b51-9bf%22	https://optimataxrelief.com/wp-content/uploads/2023/07/ICO-consultation-bl.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/ICO-consultation-bl.svg	(from https://optimataxrelief.com/)
05:03:19	317009/317009	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:19%20GMT	https://optimataxrelief.com/about-us/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/index.html	(from https://optimataxrelief.com/)
05:03:20	284786/284786	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:20%20GMT	https://optimataxrelief.com/services/what-is-tax-relief/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/what-is-tax-relief/index.html	(from https://optimataxrelief.com/)
05:03:20	247132/247132	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:20%20GMT	https://optimataxrelief.com/services/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/index.html	(from https://optimataxrelief.com/)
05:03:20	1729/1729	---M--	200	added ('OK')	image/svg+xml	etag:%2264c82b9d-6c1%22	https://optimataxrelief.com/wp-content/uploads/2023/07/ICO-investigation-bl-2.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/ICO-investigation-bl-2.svg	(from https://optimataxrelief.com/)
05:03:21	253565/253565	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:21%20GMT	https://optimataxrelief.com/services/tax-consultation/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-consultation/index.html	(from https://optimataxrelief.com/)
05:03:21	238428/238428	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:21%20GMT	https://optimataxrelief.com/services/tax-preparation/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-preparation/index.html	(from https://optimataxrelief.com/)
05:03:21	3085/3085	---M--	200	added ('OK')	image/svg+xml	etag:%2264c82bba-c0d%22	https://optimataxrelief.com/wp-content/uploads/2023/07/ICO-resolution-bl-1.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/ICO-resolution-bl-1.svg	(from https://optimataxrelief.com/)
05:03:21	275037/275037	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:21%20GMT	https://optimataxrelief.com/services/tax-settlement/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-settlement/index.html	(from https://optimataxrelief.com/)
05:03:22	111106/111106	---M--	200	added ('OK')	image/jpeg	etag:%2264b1b591-1b202%22	https://optimataxrelief.com/wp-content/uploads/2023/07/otr-sub-hero-mobile.jpg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/otr-sub-hero-mobile.jpg	(from https://optimataxrelief.com/)
05:03:23	227204/227204	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:22%20GMT	https://optimataxrelief.com/services/tax-resolution/dealing-with-the-irs/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/dealing-with-the-irs/index.html	(from https://optimataxrelief.com/)
05:03:23	275557/275557	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:23%20GMT	https://optimataxrelief.com/services/tax-resolution/audit-representation/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/audit-representation/index.html	(from https://optimataxrelief.com/)
05:03:23	260454/260454	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:23%20GMT	https://optimataxrelief.com/services/tax-resolution/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/index.html	(from https://optimataxrelief.com/)
05:03:23	2139/2139	---M--	200	added ('OK')	image/svg+xml	etag:%226514ba19-85b%22	https://optimataxrelief.com/wp-content/uploads/2023/09/ICO-yougov-white.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/09/ICO-yougov-white.svg	(from https://optimataxrelief.com/)
05:03:24	3601/3601	---M--	200	added ('OK')	image/svg+xml	etag:%226514bdb6-e11%22	https://optimataxrelief.com/wp-content/uploads/2023/09/ICO-taxdebt-white.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/09/ICO-taxdebt-white.svg	(from https://optimataxrelief.com/)
05:03:24	233084/233084	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:24%20GMT	https://optimataxrelief.com/services/tax-resolution/innocent-spouse-relief/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/innocent-spouse-relief/index.html	(from https://optimataxrelief.com/)
05:03:24	2272/2272	---M--	200	added ('OK')	image/svg+xml	etag:%226514b9ff-8e0%22	https://optimataxrelief.com/wp-content/uploads/2023/09/ICO-csr-white.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/09/ICO-csr-white.svg	(from https://optimataxrelief.com/)
05:03:24	248140/248140	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:24%20GMT	https://optimataxrelief.com/services/tax-resolution/state-tax-issues/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/state-tax-issues/index.html	(from https://optimataxrelief.com/)
05:03:24	240261/240261	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:24%20GMT	https://optimataxrelief.com/services/tax-resolution/irs-tax-expiration/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/irs-tax-expiration/index.html	(from https://optimataxrelief.com/)
05:03:25	2148/2148	---M--	200	added ('OK')	image/svg+xml	etag:%2264b5c3f5-864%22	https://optimataxrelief.com/wp-content/uploads/2023/07/ICO-yougov-blue.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/ICO-yougov-blue.svg	(from https://optimataxrelief.com/)
05:03:25	226438/226438	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:25%20GMT	https://optimataxrelief.com/services/tax-resolution/tax-preparation-and-planning/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/tax-preparation-and-planning/index.html	(from https://optimataxrelief.com/)
05:03:25	3610/3610	---M--	200	added ('OK')	image/svg+xml	etag:%2264b5c3f5-e1a%22	https://optimataxrelief.com/wp-content/uploads/2023/07/ICO-taxdebt-blue.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/ICO-taxdebt-blue.svg	(from https://optimataxrelief.com/)
05:03:26	257303/257303	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:26%20GMT	https://optimataxrelief.com/services/tax-resolution/unfiled-tax-returns/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/unfiled-tax-returns/index.html	(from https://optimataxrelief.com/)
05:03:26	241996/241996	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:26%20GMT	https://optimataxrelief.com/services/tax-resolution/irs-tax-discharge/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/irs-tax-discharge/index.html	(from https://optimataxrelief.com/)
05:03:26	2275/2275	---M--	200	added ('OK')	image/svg+xml	etag:%2264b5c3f5-8e3%22	https://optimataxrelief.com/wp-content/uploads/2023/07/ICO-csr-blue.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/ICO-csr-blue.svg	(from https://optimataxrelief.com/)
05:03:26	225933/225933	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:26%20GMT	https://optimataxrelief.com/services/tax-resolution/payroll-tax-debt-relief/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/payroll-tax-debt-relief/index.html	(from https://optimataxrelief.com/)
05:03:27	228348/228348	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:27%20GMT	https://optimataxrelief.com/services/tax-resolution/stop-wage-garnishment/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-resolution/stop-wage-garnishment/index.html	(from https://optimataxrelief.com/)
05:03:27	238574/238574	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:27%20GMT	https://optimataxrelief.com/services/tax-negotiation/currently-not-collectible/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-negotiation/currently-not-collectible/index.html	(from https://optimataxrelief.com/)
05:03:27	231237/231237	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:27%20GMT	https://optimataxrelief.com/services/tax-negotiation/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-negotiation/index.html	(from https://optimataxrelief.com/)
05:03:27	117638/117638	---M--	200	added ('OK')	image/jpeg	etag:%22651227ef-1cb86%22	https://optimataxrelief.com/wp-content/uploads/2023/09/home-1398766007.jpg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/09/home-1398766007.jpg	(from https://optimataxrelief.com/)
05:03:28	55852/55852	---M--	200	added ('OK')	image/svg+xml	etag:%22656530d5-da2c%22	https://optimataxrelief.com/wp-content/uploads/2023/11/23-Torch-award-logo-Intl.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/11/23-Torch-award-logo-Intl.svg	(from https://optimataxrelief.com/)
05:03:28	219649/219649	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:28%20GMT	https://optimataxrelief.com/services/tax-negotiation/installment-plans/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-negotiation/installment-plans/index.html	(from https://optimataxrelief.com/)
05:03:28	227873/227873	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:28%20GMT	https://optimataxrelief.com/services/tax-negotiation/penalty-abatement/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-negotiation/penalty-abatement/index.html	(from https://optimataxrelief.com/)
05:03:28	107658/107658	---M--	200	added ('OK')	image/png	etag:%2264a33a38-1a48a%22	https://optimataxrelief.com/wp-content/uploads/2023/07/2021-Stevie-02-lockup.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/2021-Stevie-02-lockup.png	(from https://optimataxrelief.com/)
05:03:28	240768/240768	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:29%20GMT	https://optimataxrelief.com/services/tax-negotiation/offer-in-compromise/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/services/tax-negotiation/offer-in-compromise/index.html	(from https://optimataxrelief.com/)
05:03:28	245907/245907	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:29%20GMT	https://optimataxrelief.com/tax-faqs/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/tax-faqs/index.html	(from https://optimataxrelief.com/)
05:03:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:03:29%20GMT	https://optimataxrelief.com/tax-help-videos/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/tax-help-videos/index.html	(from https://optimataxrelief.com/)
05:03:29	6469/6469	---M--	200	added ('OK')	image/svg+xml	etag:%22656533c7-1945%22	https://optimataxrelief.com/wp-content/uploads/2023/11/BBB-AB-seal-horz.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/11/BBB-AB-seal-horz.svg	(from https://optimataxrelief.com/)
05:03:29	50005/50005	---M--	200	added ('OK')	image/png	etag:%2265528d2e-c355%22	https://optimataxrelief.com/wp-content/uploads/2023/11/IRS-Provider-Logo-Continuing-Education-PNG-blue.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/11/IRS-Provider-Logo-Continuing-Education-PNG-blue.png	(from https://optimataxrelief.com/)
05:03:30	1995/1995	---M--	200	added ('OK')	image/svg+xml	etag:%22652ddb90-7cb%22	https://optimataxrelief.com/wp-content/uploads/2023/10/IRS-50-States.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/10/IRS-50-States.svg	(from https://optimataxrelief.com/)
05:03:30	253528/253528	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:30%20GMT	https://optimataxrelief.com/about-us/accreditations/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/accreditations/index.html	(from https://optimataxrelief.com/)
05:03:30	274419/274419	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:30%20GMT	https://optimataxrelief.com/disaster-tax-relief-guide/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/disaster-tax-relief-guide/index.html	(from https://optimataxrelief.com/)
05:03:31	262965/262965	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:31%20GMT	https://optimataxrelief.com/about-us/tax-attorneys/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/tax-attorneys/index.html	(from https://optimataxrelief.com/)
05:03:31	3473/3473	---M--	200	added ('OK')	image/svg+xml	etag:%2264ac9b9b-d91%22	https://optimataxrelief.com/wp-content/uploads/2023/07/supermoney-logo.svg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/supermoney-logo.svg	(from https://optimataxrelief.com/)
05:03:31	289924/289924	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:31%20GMT	https://optimataxrelief.com/advice-on-avoiding-scams/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/advice-on-avoiding-scams/index.html	(from https://optimataxrelief.com/)
05:03:31	91165/91165	---M--	200	added ('OK')	image/png	etag:%2264a5f9d6-1641d%22	https://optimataxrelief.com/wp-content/uploads/2023/07/NAEA-Logo-transparent-MarketingAsset.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/07/NAEA-Logo-transparent-MarketingAsset.png	(from https://optimataxrelief.com/)
05:03:32	341800/341800	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:32%20GMT	https://optimataxrelief.com/about-us/reviews/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/reviews/index.html	(from https://optimataxrelief.com/)
05:03:32	34699/34699	---M--	200	added ('OK')	image/png	etag:%2266ff270b-878b%22	https://optimataxrelief.com/wp-content/uploads/2024/10/Forbes-2024-Horizontal-OTR.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2024/10/Forbes-2024-Horizontal-OTR.png	(from https://optimataxrelief.com/)
05:03:32	235981/235981	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:32%20GMT	https://optimataxrelief.com/about-us/client-bill-of-rights/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/client-bill-of-rights/index.html	(from https://optimataxrelief.com/)
05:03:32	254253/254253	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:32%20GMT	https://optimataxrelief.com/about-us/contact-us/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/contact-us/index.html	(from https://optimataxrelief.com/)
05:03:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:03:33%20GMT	https://optimataxrelief.com/about-us/accreditations	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/accreditations	(from https://optimataxrelief.com/)
05:03:34	252544/252544	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:33%20GMT	https://optimataxrelief.com/about-us/careers/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/careers/index.html	(from https://optimataxrelief.com/)
05:03:34	261202/261202	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:33%20GMT	https://optimataxrelief.com/blog/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/index.html	(from https://optimataxrelief.com/)
05:03:34	243408/243408	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:03:33%20GMT	https://optimataxrelief.com/about-us/core-values/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/about-us/core-values/index.html	(from https://optimataxrelief.com/)
